,Nome Fantasia,Razao Social,CNPJ,Agencia Vinculada,Email,Endereco,Atividade
10,"
                                        LOTERIA RODOVIARIA
                                    ", LOTERIA RODOVIARIA LTDA, 05.264.611/0001-60, 888, denisemi44@yahoo.com.br,"R FRANCISCO ANDRADE, 130 - CENTRO
                                        28970-000. ARARUAMA - RJ
                                        (22) 26651814","Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
11,"
                                        LOTERICA SAO VICENTE
                                    ", SAO VICENTE LOTERIA LTDA, 17.105.810/0001-05, 888, denisemi44@yahoo.com.br,"PC GENERAL CRISTOVAO BARCELOS, 24 - SAO VICENTE
                                        28970-000. ARARUAMA - RJ
                                        (22) 26661146","Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
12,"
                                        PEDRA BRUTA LOTERIA
                                    ", PEDRA BRUTA LOTERIA LTDA, 04.882.990/0001-90, 888, denisemi44@yahoo.com.br,"R CONSELHEIRO MACEDO SOARES, 39 - CENTRO
                                        28970-000. ARARUAMA - RJ
                                        (22) 26656683","Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
13,"
                                        SORTE DE AREAL LOTERICA LTDA ME
                                    ", SORTE DE AREAL LOTERICA LTDA., 04.172.945/0001-41, 195, sortedeareal@gmail.com,"PCA PRESIDENTE CASTELO BRANCO, 365 - Centro
                                        25845-000. AREAL - RJ
                                        (24) 22572721","Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
14,"
                                        ARAX CASA LOTERICA LTDA
                                    ", ARAX CASA LOTERICA LTDA, 14.986.909/0001-75, 3825, arax_17@hotmail.com,"AV JOSE BENTO RIBEIRO DANTAS, 5400 - MANGUINHOS
                                        28953-814. ARMACAO DOS BUZIOS - RJ
                                        (22) 999776167","Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
15,"
                                        LOTERIA ZEBRINHA
                                    ", ARMACAO VILEMAR LOTERIAS LTDA, 05.257.330/0001-80, 3825, alexandremotalopes@yahoo.com.br,"RUA LUCIO QUINTANILHA, 272 - CENTRO
                                        28950-000. ARMACAO DOS BUZIOS - RJ
                                        (22) 26239824","Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
16,"
                                        ARRAIAL DA SORTE LOTERIAS
                                    ", ARRAIAL DA SORTE LOTERIAS LTDA, 07.846.761/0001-08, 179, alexandremotalopes@yahoo.com.br,"PCA PT ANTONIO VALADARES, 32 - CENTRO
                                        28930-000. ARRAIAL DO CABO - RJ
                                        (22) 26221463","Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
17,"
                                        BARRA DE OURO LOTERIA LTDA
                                    ", BARRA DE OURO LOTERIA LTDA, 31.701.007/0001-64, 177, barradeouroloteria@gmail.com,"RUA DR CLODOVEU, 117 - CENTRO
                                        27135-020. BARRA DO PIRAI - RJ
                                        (24) 998451535","Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
18,"
                                        CAMINHO DO OURO LOTERIA LTDA
                                    ", CAMINHO DO OURO LOTERIA LTDA, 39.783.116/0001-80, 177, barradeouroloteria@gmail.com,"RUA JOAO PESSOA, 915 - CHACARA FARANI
                                        27120-170. BARRA DO PIRAI - RJ
                                        (24) 998451535","Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
19,"
                                        ESTACAO DA SORTE LOTERIAS
                                    ", OURO EM BARRA LOTERIAS LTDA, 05.342.477/0001-79, 177, vtaconfeccoes@gmail.com,"RUA  DR OSWALDO MILWARD, 15 - CENTRO
                                        27123-140. BARRA DO PIRAI - RJ
                                        (24) 30221797","Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
20,"
                                        LOTERIAS CALIFORNIA LTDA ME
                                    ", LOTERIAS CALIFORNIA LTDA ME, 14.563.034/0001-07, 1504, loteriascalifornia@gmail.com,"RUA TANCREDO DE ALMEIDA NEVES, 451 - CALIFORNIA
                                        27165-000. BARRA DO PIRAI - RJ
                                        (24) 999134020","Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
21,"
                                        MINA DE OURO
                                    ", MINA DE OURO LOT BARRA PIRAI, 01.535.114/0001-07, 177, minadeouroloteriasbp@hotmail.com,"RUA GOVERNADOR PORTELA, 188 - CENTRO
                                        27123-000. BARRA DO PIRAI - RJ
                                        (24) 24422481","Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
22,"
                                        LOTERIA DO LAZER LTDA ME
                                    ", LOTERIA DO LAZER LTDA, 10.725.207/0001-87, 176, lotlazer@hotmail.com,"RUA RIO BRANCO, 105 - CENTRO
                                        27330-030. BARRA MANSA - RJ
                                        (24) 33236622","Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
23,"
                                        LOTERIA MARAJA
                                    ", PONTO LOTERICO VIDA NOVA LTDA, 27.877.240/0001-25, 176, loteriamaraja@yahoo.com.br,"AV ALBERTO MUTEL, 22 - CENTRO
                                        27330-090. BARRA MANSA - RJ
                                        (24) 33284823","Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
24,"
                                        LOTERIAS ALIANCA
                                    ", IRMAOS LEIJOTO LOTERIAS LTDA ME, 14.512.995/0001-84, 176, loteriaaliancabm@outlook.com,"AV DOMINGOS MARIANO, 397 - CENTRO
                                        27345-310. BARRA MANSA - RJ
                                        (24) 33230830","Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
25,"
                                        LOTERIAS MUNDIAL
                                    ", LOTERIAS  MUNDIAL DE B. MANSA LTDA, 28.693.075/0001-14, 176, loteria.mundial@yahoo.com.br,"RUA JOSE CARDOSO GUIMARAES COTIA, 23 - CENTRO
                                        27310-260. BARRA MANSA - RJ
                                        (24) 21061710","Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
